ID,HW1,HW2,HW3,HW4,HW5,HW6,HW7,HW8,mid,final,prof
40122031,0.0,0.0,0.0,38.0,35.0,0,0.0,40.0,3.7,8.129999999999999,2
40122042,0.0,0.0,36.0,36.0,40.0,40,25.0,36.0,4.3,9.829999999999998,2
40122401,0.0,0.0,40.0,38.0,35.0,40,32.0,38.0,1.2,5.03,2
40122402,0.0,0.0,0.0,0.0,40.0,40,15.0,0.0,1.7,3.55,2
40122403,0.0,0.0,40.0,40.0,40.0,40,30.0,40.0,2.8,9.7,2
40122405,0.0,0.0,40.0,0.0,35.0,38,0.0,0.0,0.0,1.13,2
40122406,0.0,0.0,38.0,38.0,40.0,40,30.0,40.0,4.7,9.559999999999999,2
40122407,0.0,0.0,0.0,38.0,0.0,0,40.0,40.0,0.95,2.9299999999999997,2
40122408,0.0,0.0,40.0,40.0,35.0,40,20.0,40.0,2.3,4.449999999999999,2
40123037,0.0,0.0,40.0,35.0,35.0,30,30.0,40.0,5.3,12.2,2
40123038,0.0,0.0,28.0,38.0,40.0,0,0.0,0.0,6.05,12.41,2
40123041,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.9,14.2,2
40123044,0.0,0.0,40.0,35.0,35.0,40,30.0,34.0,4.1,14.540000000000001,2
40123045,0.0,0.0,0.0,40.0,40.0,40,30.0,0.0,2.7,5.1,2
40123046,0.0,0.0,38.0,40.0,0.0,40,32.0,0.0,4.9,12.2,2
40123049,0.0,0.0,38.0,38.0,35.0,40,40.0,36.0,6.8,17.97,2
